Candidate	Score
Solution 482	0.9940452708 [0.993087572141-0.995002969451]
Solution 483	0.9932717005 [0.992305554770-0.994237846208]
Solution 484	0.9940290778 [0.993070735791-0.994987419870]
Solution 485	0.9918142382 [0.990822623507-0.992805852889]
Solution 486	0.9925783644 [0.991605995836-0.993550732937]
Solution 487	0.9952796583 [0.994496232706-0.996063083943]
Solution 488	0.9938873420 [0.993085983002-0.994688700985]
Solution 489	0.9939139658 [0.993113214830-0.994714716759]
Solution 490	0.9935396684 [0.992732543224-0.994346793564]
Solution 491	0.9952796583 [0.994496232706-0.996063083943]
Solution 492	0.9938873420 [0.993085983002-0.994688700985]
Solution 493	0.9952796583 [0.994496232706-0.996063083943]
Solution 494	0.9938873420 [0.993085983002-0.994688700985]
Solution 495	0.9939139658 [0.993113214830-0.994714716759]
Solution 496	0.9935396684 [0.992732543224-0.994346793564]
Solution 497	0.9939139658 [0.993113214830-0.994714716759]
Solution 498	0.9935396684 [0.992732543224-0.994346793564]
Solution 499	0.9939793930 [0.993020789798-0.994937996116]
Solution 500	0.9926027536 [0.991630384086-0.993575123186]
Solution 501	0.9926259817 [0.991654229902-0.993597733443]
Solution 502	0.9922578029 [0.991280684436-0.993234921415]
Solution 503	0.9951200687 [0.994331596720-0.995908540625]
Solution 504	0.9932581237 [0.992443961306-0.994072286107]
Solution 505	0.9933374390 [0.992524977749-0.994149900216]
Solution 506	0.9929781231 [0.992156626517-0.993799619721]
Solution 507	0.9951200687 [0.994331596720-0.995908540625]
Solution 508	0.9932581237 [0.992443961306-0.994072286107]
Solution 509	0.9951200687 [0.994331596720-0.995908540625]
Solution 510	0.9932581237 [0.992443961306-0.994072286107]
Solution 511	0.9933374390 [0.992524977749-0.994149900216]
Solution 512	0.9929781231 [0.992156626517-0.993799619721]
Solution 513	0.9933374390 [0.992524977749-0.994149900216]
Solution 514	0.9929781231 [0.992156626517-0.993799619721]
Solution 515	0.9956469483 [0.994867395110-0.996426501434]
Solution 516	0.9953245753 [0.994542178969-0.996106971667]
Solution 517	0.9953245753 [0.994542178969-0.996106971667]
Solution 518	0.9956675551 [0.994888269061-0.996446841148]
Solution 519	0.9952790633 [0.994495635531-0.996062491031]
Solution 520	0.9938342212 [0.993031775873-0.994636666494]
Solution 521	0.9953768525 [0.994595068983-0.996158636061]
Solution 522	0.9939963642 [0.993196418774-0.994796309725]
Solution 523	0.9956469483 [0.994867395110-0.996426501434]
Solution 524	0.9953245753 [0.994542178969-0.996106971667]
Solution 525	0.9953245753 [0.994542178969-0.996106971667]
Solution 526	0.9956675551 [0.994888269061-0.996446841148]
Solution 527	0.9953863318 [0.994604976961-0.996167686620]
Solution 528	0.9953863318 [0.994604976961-0.996167686620]
Solution 529	0.9956469483 [0.994867395110-0.996426501434]
Solution 530	0.9953245753 [0.994542178969-0.996106971667]
Solution 531	0.9953245753 [0.994542178969-0.996106971667]
Solution 532	0.9956675551 [0.994888269061-0.996446841148]
Solution 533	0.9953863318 [0.994604976961-0.996167686620]
Solution 534	0.9953863318 [0.994604976961-0.996167686620]
Solution 535	0.9952790633 [0.994495635531-0.996062491031]
Solution 536	0.9938342212 [0.993031775873-0.994636666494]
Solution 537	0.9953768525 [0.994595068983-0.996158636061]
Solution 538	0.9939963642 [0.993196418774-0.994796309725]
Solution 539	0.9952790633 [0.994495635531-0.996062491031]
Solution 540	0.9938342212 [0.993031775873-0.994636666494]
Solution 541	0.9953768525 [0.994595068983-0.996158636061]
Solution 542	0.9939963642 [0.993196418774-0.994796309725]
Solution 543	0.9933529227 [0.992387782542-0.994318062790]
Solution 544	0.9943522730 [0.993396632810-0.995307913289]
Solution 545	0.9933446071 [0.992379504416-0.994309709829]
Solution 546	0.9933446071 [0.992379504416-0.994309709829]
Solution 547	0.9940455771 [0.993087887776-0.995003266435]
Solution 548	0.9940455771 [0.993087887776-0.995003266435]
Solution 549	0.9933635958 [0.992398531225-0.994328660350]
Solution 550	0.9943658674 [0.993410274233-0.995321460581]
Solution 551	0.9933512568 [0.992386118773-0.994316394818]
Solution 552	0.9933512568 [0.992386118773-0.994316394818]
Solution 553	0.9941005232 [0.993143495061-0.995057551374]
Solution 554	0.9941005232 [0.993143495061-0.995057551374]
Solution 555	0.9932720068 [0.992305870089-0.994238143508]
Solution 556	0.9940297005 [0.993071379984-0.994988021001]
Solution 557	0.9918145445 [0.990822937229-0.992806151786]
Solution 558	0.9925824996 [0.991610205380-0.993554793744]
Solution 559	0.9933143177 [0.992348801666-0.994279833639]
Solution 560	0.9941204773 [0.993163286785-0.995077667734]
Solution 561	0.9918970421 [0.990906325407-0.992887758865]
Solution 562	0.9926769043 [0.991705905414-0.993647903259]
Solution 563	0.9952799646 [0.994496550670-0.996063378597]
Solution 564	0.9938917935 [0.993090566990-0.994693020052]
Solution 565	0.9938920998 [0.993090888257-0.994693311404]
Solution 566	0.9953434071 [0.994561079071-0.996125735054]
Solution 567	0.9949818228 [0.994194125056-0.995769520450]
Solution 568	0.9949821291 [0.994194443003-0.995769815121]
Solution 569	0.9949609410 [0.994172888165-0.995748993827]
Solution 570	0.9937355143 [0.992931754550-0.994539273989]
Solution 571	0.9937399658 [0.992936339168-0.994543592427]
Solution 572	0.9939181110 [0.993117477257-0.994718744769]
Solution 573	0.9935438136 [0.992736808371-0.994350818854]
Solution 574	0.9950321077 [0.994244907386-0.995819307997]
Solution 575	0.9946899765 [0.993896157437-0.995483795628]
Solution 576	0.9938409273 [0.993038157042-0.994643697655]
Solution 577	0.9934892215 [0.992679736429-0.994298706597]
Solution 578	0.9952799646 [0.994496550670-0.996063378597]
Solution 579	0.9938917935 [0.993090566990-0.994693020052]
Solution 580	0.9938920998 [0.993090888257-0.994693311404]
Solution 581	0.9953434071 [0.994561079071-0.996125735054]
Solution 582	0.9949818228 [0.994194125056-0.995769520450]
Solution 583	0.9949821291 [0.994194443003-0.995769815121]
Solution 584	0.9949609410 [0.994172888165-0.995748993827]
Solution 585	0.9937355143 [0.992931754550-0.994539273989]
Solution 586	0.9937399658 [0.992936339168-0.994543592427]
Solution 587	0.9952799646 [0.994496550670-0.996063378597]
Solution 588	0.9938917935 [0.993090566990-0.994693020052]
Solution 589	0.9938920998 [0.993090888257-0.994693311404]
Solution 590	0.9953434071 [0.994561079071-0.996125735054]
Solution 591	0.9949818228 [0.994194125056-0.995769520450]
Solution 592	0.9949821291 [0.994194443003-0.995769815121]
Solution 593	0.9949609410 [0.994172888165-0.995748993827]
Solution 594	0.9937355143 [0.992931754550-0.994539273989]
Solution 595	0.9937399658 [0.992936339168-0.994543592427]
Solution 596	0.9951203750 [0.994331914578-0.995908835386]
Solution 597	0.9932625752 [0.992448540964-0.994076609504]
Solution 598	0.9932628815 [0.992448861877-0.994076901210]
Solution 599	0.9951946675 [0.994407622918-0.995981712160]
Solution 600	0.9944249022 [0.993624659237-0.995225145255]
Solution 601	0.9944252086 [0.993624976896-0.995225440215]
Solution 602	0.9948177916 [0.994025076730-0.995610506503]
Solution 603	0.9943172986 [0.993514114197-0.995120482912]
Solution 604	0.9931841839 [0.992368729449-0.993999638366]
Solution 605	0.9931886354 [0.992373310649-0.994003960221]
Solution 606	0.9925648805 [0.991733365242-0.993396395760]
Solution 607	0.9925693320 [0.991737941765-0.993400722292]
Solution 608	0.9933415842 [0.992529236489-0.994153931913]
Solution 609	0.9929875522 [0.992166256223-0.993808848122]
Solution 610	0.9945278209 [0.993729345701-0.995326296125]
Solution 611	0.9941405832 [0.993332925645-0.994948240756]
Solution 612	0.9933752619 [0.992562019867-0.994188503940]
Solution 613	0.9927278182 [0.991898957151-0.993556679276]
Solution 614	0.9929699720 [0.992148062593-0.993791881464]
Solution 615	0.9923208160 [0.991476866944-0.993164765094]
Solution 616	0.9939796993 [0.993021105424-0.994938293109]
Solution 617	0.9926072052 [0.991634941828-0.993579468500]
Solution 618	0.9926075115 [0.991635260260-0.993579762686]
Solution 619	0.9940361292 [0.993078223708-0.994994034735]
Solution 620	0.9936904240 [0.992728509832-0.994652338238]
Solution 621	0.9936907303 [0.992728825466-0.994652635223]
Solution 622	0.9936852507 [0.992723284788-0.994647216557]
Solution 623	0.9924757031 [0.991501789087-0.993449617053]
Solution 624	0.9924801546 [0.991506347564-0.993453961631]
Solution 625	0.9951203750 [0.994331914578-0.995908835386]
Solution 626	0.9932625752 [0.992448540964-0.994076609504]
Solution 627	0.9932628815 [0.992448861877-0.994076901210]
Solution 628	0.9951946675 [0.994407622918-0.995981712160]
Solution 629	0.9944249022 [0.993624659237-0.995225145255]
Solution 630	0.9944252086 [0.993624976896-0.995225440215]
Solution 631	0.9948177916 [0.994025076730-0.995610506503]
Solution 632	0.9943172986 [0.993514114197-0.995120482912]
Solution 633	0.9931841839 [0.992368729449-0.993999638366]
Solution 634	0.9931886354 [0.992373310649-0.994003960221]
Solution 635	0.9925648805 [0.991733365242-0.993396395760]
Solution 636	0.9925693320 [0.991737941765-0.993400722292]
Solution 637	0.9951203750 [0.994331914578-0.995908835386]
Solution 638	0.9932625752 [0.992448540964-0.994076609504]
Solution 639	0.9932628815 [0.992448861877-0.994076901210]
Solution 640	0.9951946675 [0.994407622918-0.995981712160]
Solution 641	0.9944249022 [0.993624659237-0.995225145255]
Solution 642	0.9944252086 [0.993624976896-0.995225440215]
Solution 643	0.9948177916 [0.994025076730-0.995610506503]
Solution 644	0.9943172986 [0.993514114197-0.995120482912]
Solution 645	0.9931841839 [0.992368729449-0.993999638366]
Solution 646	0.9931886354 [0.992373310649-0.994003960221]
Solution 647	0.9925648805 [0.991733365242-0.993396395760]
Solution 648	0.9925693320 [0.991737941765-0.993400722292]
Solution 649	0.9939181110 [0.993117477257-0.994718744769]
Solution 650	0.9935438136 [0.992736808371-0.994350818854]
Solution 651	0.9950321077 [0.994244907386-0.995819307997]
Solution 652	0.9946899765 [0.993896157437-0.995483795628]
Solution 653	0.9938409273 [0.993038157042-0.994643697655]
Solution 654	0.9934892215 [0.992679736429-0.994298706597]
Solution 655	0.9939181110 [0.993117477257-0.994718744769]
Solution 656	0.9935438136 [0.992736808371-0.994350818854]
Solution 657	0.9950321077 [0.994244907386-0.995819307997]
Solution 658	0.9946899765 [0.993896157437-0.995483795628]
Solution 659	0.9938409273 [0.993038157042-0.994643697655]
Solution 660	0.9934892215 [0.992679736429-0.994298706597]
Solution 661	0.9926301269 [0.991658469384-0.993601784397]
Solution 662	0.9922619481 [0.991284925990-0.993238970297]
Solution 663	0.9937371111 [0.992775713016-0.994698509174]
Solution 664	0.9933403728 [0.992372844542-0.994307901004]
Solution 665	0.9925473744 [0.991573699762-0.993521049084]
Solution 666	0.9921325839 [0.991152833966-0.993112333911]
Solution 667	0.9933415842 [0.992529236489-0.994153931913]
Solution 668	0.9929875522 [0.992166256223-0.993808848122]
Solution 669	0.9945278209 [0.993729345701-0.995326296125]
Solution 670	0.9941405832 [0.993332925645-0.994948240756]
Solution 671	0.9933752619 [0.992562019867-0.994188503940]
Solution 672	0.9927278182 [0.991898957151-0.993556679276]
Solution 673	0.9929699720 [0.992148062593-0.993791881464]
Solution 674	0.9923208160 [0.991476866944-0.993164765094]
Solution 675	0.9933415842 [0.992529236489-0.994153931913]
Solution 676	0.9929875522 [0.992166256223-0.993808848122]
Solution 677	0.9945278209 [0.993729345701-0.995326296125]
Solution 678	0.9941405832 [0.993332925645-0.994948240756]
Solution 679	0.9933752619 [0.992562019867-0.994188503940]
Solution 680	0.9927278182 [0.991898957151-0.993556679276]
Solution 681	0.9929699720 [0.992148062593-0.993791881464]
Solution 682	0.9923208160 [0.991476866944-0.993164765094]
Solution 683	0.9954508024 [0.994645512947-0.996256091782]
Solution 684	0.9954701049 [0.994665195585-0.996275014157]
Solution 685	0.9956435123 [0.994863648917-0.996423375754]
Solution 686	0.9946368093 [0.993843993751-0.995429624797]
Solution 687	0.9956520325 [0.994872388851-0.996431676158]
Solution 688	0.9956520325 [0.994872388851-0.996431676158]
Solution 689	0.9933498470 [0.992384640368-0.994315053671]
Solution 690	0.9943572129 [0.993401496980-0.995312928849]
Solution 691	0.9956435123 [0.994863648917-0.996423375754]
Solution 692	0.9946368093 [0.993843993751-0.995429624797]
Solution 693	0.9956435123 [0.994863648917-0.996423375754]
Solution 694	0.9946368093 [0.993843993751-0.995429624797]
Solution 695	0.9933208305 [0.992355413733-0.994286247249]
Solution 696	0.9943778951 [0.993422159516-0.995333630621]
Solution 697	0.9922980989 [0.991310516535-0.993285681299]
Solution 698	0.9933237266 [0.992358149216-0.994289304025]
Solution 699	0.9933533570 [0.992388222097-0.994318491948]
Solution 700	0.9943569104 [0.993401297668-0.995312523074]
Solution 701	0.9951335576 [0.994345315242-0.995921799918]
Solution 702	0.9951994241 [0.994412421392-0.995986426849]
Solution 703	0.9948241676 [0.994031546447-0.995616788793]
Solution 704	0.9943303406 [0.993527376873-0.995133304228]
Solution 705	0.9951335576 [0.994345315242-0.995921799918]
Solution 706	0.9951994241 [0.994412421392-0.995986426849]
Solution 707	0.9948241676 [0.994031546447-0.995616788793]
Solution 708	0.9943303406 [0.993527376873-0.995133304228]
Solution 709	0.9951335576 [0.994345315242-0.995921799918]
Solution 710	0.9951994241 [0.994412421392-0.995986426849]
Solution 711	0.9948241676 [0.994031546447-0.995616788793]
Solution 712	0.9943303406 [0.993527376873-0.995133304228]
Solution 713	0.9954750083 [0.994670136715-0.996279879945]
Solution 714	0.9954902070 [0.994685432116-0.996294981976]
Solution 715	0.9945093068 [0.993692612641-0.995326000911]
Solution 716	0.9954750083 [0.994670136715-0.996279879945]
Solution 717	0.9954750083 [0.994670136715-0.996279879945]
Solution 718	0.9954750083 [0.994670136715-0.996279879945]
Solution 719	0.9954750083 [0.994670136715-0.996279879945]
Solution 720	0.9954750083 [0.994670136715-0.996279879945]
Solution 721	0.9931804730 [0.992196413681-0.994164532410]
Solution 722	0.9941845750 [0.993209710476-0.995159439502]
Solution 723	0.9931804730 [0.992196413681-0.994164532410]
Solution 724	0.9931804730 [0.992196413681-0.994164532410]
Solution 725	0.9941845750 [0.993209710476-0.995159439502]
Solution 726	0.9941845750 [0.993209710476-0.995159439502]
Solution 727	0.9954902070 [0.994685432116-0.996294981976]
Solution 728	0.9945093068 [0.993692612641-0.995326000911]
Solution 729	0.9954902070 [0.994685432116-0.996294981976]
Solution 730	0.9945093068 [0.993692612641-0.995326000911]
Solution 731	0.9954902070 [0.994685432116-0.996294981976]
Solution 732	0.9945093068 [0.993692612641-0.995326000911]
Solution 733	0.9954902070 [0.994685432116-0.996294981976]
Solution 734	0.9954902070 [0.994685432116-0.996294981976]
Solution 735	0.9945093068 [0.993692612641-0.995326000911]
Solution 736	0.9945093068 [0.993692612641-0.995326000911]
Solution 737	0.9931564993 [0.992172300260-0.994140698384]
Solution 738	0.9921499030 [0.991144183632-0.993155622302]
Solution 739	0.9942287162 [0.993254070923-0.995203361411]
Solution 740	0.9931806049 [0.992196601062-0.994164608657]
Solution 741	0.9931564993 [0.992172300260-0.994140698384]
Solution 742	0.9931564993 [0.992172300260-0.994140698384]
Solution 743	0.9921499030 [0.991144183632-0.993155622302]
Solution 744	0.9921499030 [0.991144183632-0.993155622302]
Solution 745	0.9942287162 [0.993254070923-0.995203361411]
Solution 746	0.9942287162 [0.993254070923-0.995203361411]
Solution 747	0.9931806049 [0.992196601062-0.994164608657]
Solution 748	0.9931806049 [0.992196601062-0.994164608657]
Solution 749	0.9954825418 [0.994677913418-0.996287170145]
Solution 750	0.9954825418 [0.994677913418-0.996287170145]
Solution 751	0.9956523313 [0.994872693163-0.996431969399]
Solution 752	0.9954753272 [0.994670461622-0.996280192765]
Solution 753	0.9954825418 [0.994677913418-0.996287170145]
Solution 754	0.9954825418 [0.994677913418-0.996287170145]
Solution 755	0.9954825418 [0.994677913418-0.996287170145]
Solution 756	0.9954825418 [0.994677913418-0.996287170145]
Solution 757	0.9954825418 [0.994677913418-0.996287170145]
Solution 758	0.9931805835 [0.992196526880-0.994164640156]
Solution 759	0.9941921084 [0.993217439753-0.995166777127]
Solution 760	0.9931805835 [0.992196526880-0.994164640156]
Solution 761	0.9931805835 [0.992196526880-0.994164640156]
Solution 762	0.9941921084 [0.993217439753-0.995166777127]
Solution 763	0.9941921084 [0.993217439753-0.995166777127]
Solution 764	0.9954825418 [0.994677913418-0.996287170145]
Solution 765	0.9954825418 [0.994677913418-0.996287170145]
Solution 766	0.9956523313 [0.994872693163-0.996431969399]
Solution 767	0.9956523313 [0.994872693163-0.996431969399]
Solution 768	0.9954753272 [0.994670461622-0.996280192765]
Solution 769	0.9954753272 [0.994670461622-0.996280192765]
Solution 770	0.9954753272 [0.994670461622-0.996280192765]
Solution 771	0.9954825418 [0.994677913418-0.996287170145]
Solution 772	0.9954825418 [0.994677913418-0.996287170145]
Solution 773	0.9954825418 [0.994677913418-0.996287170145]
Solution 774	0.9956523313 [0.994872693163-0.996431969399]
Solution 775	0.9956523313 [0.994872693163-0.996431969399]
Solution 776	0.9956523313 [0.994872693163-0.996431969399]
Solution 777	0.9954753272 [0.994670461622-0.996280192765]
Solution 778	0.9954753272 [0.994670461622-0.996280192765]
